HH Profile_ID,Referral Code,HH Profile_Status,Nb_Sub-profile_All,Nb_Sub-profile_Support,FirstOtp_Date,Registration_Date,Underwriting_Date,Update_Date,Completion_Date,Confirmation_Date,FirstOtp-Registration_Time,Registration-Underwriting_Time,Registration-Confirmation_Time,Registration-Calculation_Time,Calculation-Confirmation_Time,Scheme (AFF),AFF,Max Aff,Min Aff,EAS,Result,S01_Income,S02_Occupation,S03_Position,S04_School,S09_Electricity bill,S10_Nb_Members,S11_Phone brand,S13_Hospital,S15_Home ownership,S16_Urban type,S17_Residency,S18_Nb_Properties,S19_Private insurance,S20_Loan type,Q01_Income,Q02_Occupation,Q03_Position,RQ04_School,Q09_Electricity bill,Q10_Nb_Members,Q11_Phone brand,RQ13_Hospital,Q15_Home ownership,Q16_Urban type,RQ17_Residency,Q18_Properties,Q19_Private insurance,Q20_Loan type,Q23_Nb_Dependents,Q24_High treament cost
151,3QD108,CONFIRMED,5,4,21/01/2024 18:14,21/01/2024 18:33,21/01/2024 18:34,31/01/2024 09:47,31/01/2024 09:37,31/01/2024 09:47,00:18:53,00:00:59,231:14:35,231:04:26,00:10:09,Able to afford with PAP scheme C,8.209709,10.2,5.1,2 (Low),2.60975,2,2.42,2.42,2,2.8,2.4,2.8,2.8,2,2.8,2,0.4,0.4,0.4,207.516,Lao động tự do,Không có / Chức vụ khác,Không,364.000,>4,Apple,Class 4,Không,Class - 2 / 3,Thuê Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào,0,0
152,12PTW,CONFIRMED,5,2,19/01/2024 09:20,21/01/2024 19:50,22/01/2024 08:55,25/01/2024 16:42,25/01/2024 16:41,25/01/2024 16:42,58:29:23,13:05:33,92:52:02,92:50:54,00:01:08,Able to afford with PAP scheme B,18.53117,20.3,15.4,4 (Upper-Middle),4.63901,2,2.42,2.42,2,6,5.6,6,6,2.8,4.4,4.4,4.4,6,6,216,Công chức nhà nước,Nhân viên,Class 7,1.200.000,>4,Apple,Class 4,Có,Class - Special / 1,Sở hữu Nhà ở nông thôn,Sở hữu 1 ngôi nhà khác,Có,Không có bất kỳ khoản vay nào,0,0
153,4UBHN,CONFIRMED,4,4,21/01/2024 16:04,22/01/2024 09:13,22/01/2024 09:16,29/01/2024 22:20,24/01/2024 20:14,29/01/2024 22:20,17:08:46,00:02:48,181:07:26,59:01:39,122:05:47,Able to afford with PAP scheme A,>=65,>=65,>=65,8 (Very High),8.28534,5,6.05,6.05,5,9,9,9.4,9.4,5.8,7.4,9,10.6,12.2,12.2,578.9832,Công nhân nhà máy,Không có / Chức vụ khác,Không,954.000,4,Apple,Class 4,Có,Class - Special / 1,Sở hữu Nhà phố lớn,Sở hữu 2 ngôi nhà khác,Có,Không có bất kỳ khoản vay nào,0,0
154,15198BCA,CONFIRMED,4,4,22/01/2024 09:20,22/01/2024 09:32,22/01/2024 09:35,24/01/2024 18:54,24/01/2024 18:53,24/01/2024 18:54,00:11:50,00:02:42,57:22:08,57:21:14,00:00:54,Able to afford with PAP scheme B,18.268238,20.3,15.4,4 (Upper-Middle),4.58535,2,2.42,2.42,2,6,6,6.4,6.4,2.8,2.8,2.8,1.2,1.2,1.8,203.76,Công chức nhà nước,Không có / Chức vụ khác,Không,923.000,4,Apple,Class 4,Có,Class - 4 / 5,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,Có khoản vay khác,0,0
155,15198BCA,CONFIRMED,5,5,22/01/2024 10:56,22/01/2024 11:46,22/01/2024 14:50,25/01/2024 16:12,25/01/2024 15:37,25/01/2024 16:12,00:50:21,03:04:05,76:26:21,75:51:02,00:35:19,Able to afford with PAP scheme A,42.38119,65.4,30.4,6 (High),6.32924,5,6.05,7.25,5,5.8,5.4,5.8,5.8,5.8,7.4,7.4,9,9,9,581.304,Công nhân nhà máy,Chủ doanh nghiệp,Class 7,383.000,>4,Apple,Class 4,Có,Class - Special / 1,Sở hữu Nhà ở nông thôn,Sở hữu 2 ngôi nhà khác,Không,Không có bất kỳ khoản vay nào,0,0
156,4UBHN,CONFIRMED,4,3,22/01/2024 11:50,22/01/2024 12:26,22/01/2024 15:58,24/01/2024 15:16,24/01/2024 15:16,24/01/2024 15:16,00:35:59,03:31:54,50:50:31,50:50:08,00:00:23,Able to afford with PAP scheme C,10.025807,10.2,5.1,2 (Low),2.96584,2,2.42,2.42,2,2.8,2.8,3.2,3.2,2.8,4.4,4.4,2.8,2.8,2.8,201.6,Lao động tự do,Nhân viên,Không,428.000,4,Apple,Class 4,Có,Class - Special / 1,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào,0,0
157,4UBHN,CONFIRMED,2,2,22/01/2024 13:08,22/01/2024 13:25,22/01/2024 16:28,28/01/2024 08:57,27/01/2024 16:40,28/01/2024 08:57,00:17:25,03:03:10,139:31:43,123:14:49,16:16:54,Able to afford with PAP scheme B,18.00531,20.3,15.4,4 (Upper-Middle),4.5317,2,2.42,2.82,2,5.2,6,5.6,5.6,2.8,3.6,3.6,3.6,3.6,3.6,147.936,Khác,Quản lý cấp trung,Không,792.000,2,"Khác (Xiaomi, Realme, ...)",Class 4,Có,Class - 2 / 3,Sở hữu Nhà của nhiều hộ gia đình,Sở hữu 1 ngôi nhà khác,Không,Không có bất kỳ khoản vay nào,0,0
158,34NDGD,CONFIRMED,3,3,22/01/2024 13:17,22/01/2024 13:40,22/01/2024 16:37,24/01/2024 18:23,24/01/2024 17:51,24/01/2024 18:23,00:23:39,02:56:21,52:43:02,52:11:04,00:31:58,Able to afford with PAP scheme C,9.490948,10.2,5.1,2 (Low),2.86097,1,1.21,1.21,1,3.4,3.8,3.8,3.8,1.8,3.4,4.2,2.6,2.6,2.6,72,Khác,Không có / Chức vụ khác,Không,682.000,3,Samsung / Vivo / OPPO,Class 4,Có,Class - Special / 1,Sở hữu Nhà phố nhỏ,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào,0,0
159,4UBHN,CONFIRMED,5,3,22/01/2024 13:27,22/01/2024 13:47,22/01/2024 16:43,05/02/2024 17:41,23/01/2024 11:28,05/02/2024 17:40,00:19:36,02:56:43,339:53:41,21:40:51,318:12:50,Able to afford with PAP scheme A,24.586159,30.4,20.3,5 (Upper),5.42437,4,4.84,4.84,4,5.6,5.2,5.2,5.2,4.8,6.4,6.4,6.4,8,8,378,Công chức nhà nước,Không có / Chức vụ khác,Không,489.000,>4,Samsung / Vivo / OPPO,Class 4,Có,Class - Special / 1,Sở hữu Nhà của nhiều hộ gia đình,Sở hữu 1 ngôi nhà khác,Có,Không có bất kỳ khoản vay nào,0,0
160,12PTW,CONFIRMED,5,2,22/01/2024 10:29,22/01/2024 13:58,22/01/2024 14:27,23/01/2024 16:53,23/01/2024 16:45,23/01/2024 16:53,03:28:36,00:29:34,26:55:08,26:46:56,00:08:12,Able to afford with PAP scheme C,8.906295,10.2,5.1,2 (Low),2.74633,2,2.42,2.42,2,2.8,2.4,2.4,2.4,2.8,4.4,4.4,2.8,4.4,4.4,180,Làm nông,Không có / Chức vụ khác,Không,301.000,>4,Samsung / Vivo / OPPO,Class 4,Có,Class - Special / 1,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Có,Không có bất kỳ khoản vay nào,0,0
161,1BVK,CONFIRMING,6,3,22/01/2024 15:03,22/01/2024 15:32,22/01/2024 16:53,06/02/2024 18:55,29/01/2024 21:08,,00:29:03,01:20:42,,173:35:45,,Able to afford with PAP scheme B,16.893835,20.3,15.4,4 (Upper-Middle),4.30486,3,3.63,3.63,3,4.6,4.2,3.8,3.8,3.8,5.4,6.2,6.2,6.2,6.2,249.6,Công chức nhà nước,Nhân viên,Không,488.000,>4,"Khác (Xiaomi, Realme, ...)",Class 4,Có,Class - Special / 1,Sở hữu Nhà phố nhỏ,Sở hữu 1 ngôi nhà khác,Không,Không có bất kỳ khoản vay nào,0,0
162,15198BCA,CONFIRMED,4,2,21/01/2024 20:01,22/01/2024 16:46,22/01/2024 16:57,23/01/2024 11:30,23/01/2024 11:29,23/01/2024 11:30,20:44:18,00:11:05,18:44:15,18:42:57,00:01:18,Able to afford with PAP scheme B,17.264334,20.3,15.4,4 (Upper-Middle),4.38048,2,2.42,2.82,2,5.2,5.2,5.6,5.6,2.8,4.4,4.4,2.8,2.8,2.2,210,Công chức nhà nước,Quản lý cấp trung,Class 7,796.000,4,Apple,Class 4,Có,Class - Special / 1,Sở hữu Căn hộ tầm trung,Không sở hữu ngôi nhà thứ hai,Không,Có khoản vay tiêu dùng,2,0
163,4UBHN,CONFIRMED,5,4,22/01/2024 16:19,22/01/2024 16:58,22/01/2024 17:52,31/01/2024 14:34,29/01/2024 20:36,29/01/2024 21:01,00:38:45,00:53:35,172:02:30,171:38:23,00:24:07,Able to afford with PAP scheme A,>=65,>=65,>=65,7 (Very High),7.65607,5,6.05,6.05,5,9,8.6,9,9,5.8,7.4,7.4,7.4,7.4,7.4,516,Bán buôn tự do,Không có / Chức vụ khác,Class 7,1.003.000,>4,Apple,Class 4,Có,Class - Special / 1,Sở hữu Nhà ở nông thôn,Sở hữu 1 ngôi nhà khác,Không,Không có bất kỳ khoản vay nào,3,0
164,3QD108,CONFIRMED,3,3,19/01/2024 17:35,22/01/2024 20:52,23/01/2024 09:08,26/01/2024 09:42,26/01/2024 09:41,26/01/2024 09:42,75:16:59,12:15:58,84:49:33,84:48:26,00:01:07,Able to afford with PAP scheme B,16.451654,20.3,15.4,4 (Upper-Middle),4.21462,2,2.42,2.42,2,5.2,5.6,5.6,5.6,2.8,3.6,3.6,3.6,3.6,3.6,156,Làm nông,Không có / Chức vụ khác,Không,800.000,3,Samsung / Vivo / OPPO,Class 4,Có,Class - 2 / 3,Sở hữu Nhà ở nông thôn,Sở hữu 1 ngôi nhà khác,Không,Không có bất kỳ khoản vay nào,0,0
165,18UBNA,CONFIRMED,3,1,22/01/2024 21:29,23/01/2024 08:21,23/01/2024 09:24,23/01/2024 17:54,23/01/2024 17:49,23/01/2024 17:52,10:52:12,01:02:26,09:30:16,09:27:50,00:02:26,Able to afford with PAP scheme C,13.877998,15.4,10.2,3 (Middle),3.70731,2,2.42,2.42,2,4.4,4.8,4.4,4.4,2.8,2.8,2.8,1.2,1.2,0.6,143.43696,Công chức nhà nước,Nhân viên,Class 7,679.000,3,"Khác (Xiaomi, Realme, ...)",Class 4,Có,Class - 4 / 5,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,"Có khoản nợ tín dụng, nợ học phí, nợ viện phí",0,0
166,12PTW,CONFIRMED,4,3,18/01/2024 14:56,23/01/2024 10:42,23/01/2024 10:49,24/01/2024 14:55,24/01/2024 14:51,24/01/2024 14:55,115:45:59,00:06:50,28:12:23,28:08:30,00:03:53,Able to afford with PAP scheme B,14.943365,15.4,10.2,3 (Middle),3.91219,2,2.42,2.42,2,4.4,4.4,4.8,4.8,2.8,4.4,5.2,5.2,5.2,5.2,132,Nhân viên văn phòng cho cty vừa và nhỏ,Nhân viên,Không,612.000,4,Apple,Class 4,Có,Class - Special / 1,Sở hữu Nhà phố nhỏ,Sở hữu 1 ngôi nhà khác,Không,Không có bất kỳ khoản vay nào,0,0
167,1BVK,CONFIRMED,4,2,11/01/2024 16:28,23/01/2024 10:51,23/01/2024 11:29,25/01/2024 09:16,24/01/2024 12:44,24/01/2024 12:48,282:22:42,00:38:41,25:57:42,25:53:38,00:04:04,Able to afford with PAP scheme C,4.6731477,5.1,0.1,1 (Very Low),1.91463,1,1.21,1.21,1,1.8,1.8,2.2,2.2,1.8,3.4,3.4,3.4,3.4,2.8,117,Khác,Không có / Chức vụ khác,Không,200.000,4,Apple,Class 4,Có,Class - Special / 1,Sở hữu Nhà ở nông thôn,Sở hữu 1 ngôi nhà khác,Không,"Có khoản nợ tín dụng, nợ học phí, nợ viện phí",0,0
168,18UBNA,CONFIRMED,4,2,23/01/2024 11:59,23/01/2024 13:38,23/01/2024 13:40,24/01/2024 11:57,24/01/2024 11:50,24/01/2024 11:57,01:38:32,00:02:43,22:18:48,22:11:52,00:06:56,Able to afford with PAP scheme C,11.518976,15.4,10.2,3 (Middle),3.25365,2,2.42,2.42,2,3.6,3.6,3.6,3.6,2.8,4.4,5.2,3.6,3.6,4.2,154.4748,Lao động tự do,Không có / Chức vụ khác,Không,522.000,4,Samsung / Vivo / OPPO,Class 4,Có,Class - Special / 1,Sở hữu Nhà phố nhỏ,Không sở hữu ngôi nhà thứ hai,Không,Có khoản vay khác,0,0
169,12PTW,CONFIRMED,2,2,23/01/2024 13:01,23/01/2024 14:15,23/01/2024 14:49,24/01/2024 10:12,24/01/2024 10:00,24/01/2024 10:12,01:13:37,00:34:39,19:57:48,19:45:14,00:12:34,Able to afford with PAP scheme C,6.903632,10.2,5.1,2 (Low),2.35365,1,1.21,1.21,1,1.8,2.6,3,3,1.8,2.6,3.4,3.4,3.4,3.4,78,Nhân viên văn phòng cho cty vừa và nhỏ,Nhân viên,Không,268.000,2,Apple,Class 4,Có,Class - 2 / 3,Sở hữu Nhà phố nhỏ,Sở hữu 1 ngôi nhà khác,Không,Không có bất kỳ khoản vay nào,0,0
170,23UBHCM,CONFIRMED,4,1,23/01/2024 10:38,23/01/2024 14:19,23/01/2024 14:55,30/01/2024 11:42,30/01/2024 10:22,30/01/2024 10:26,03:40:10,00:36:40,164:07:09,164:03:47,00:03:22,Able to afford with PAP scheme A,>=65,>=65,>=65,9 (Very High),9.00973,6,7.26,7.66,6.4,9.6,9.6,10,10,6.8,8.4,9.2,9.2,10.8,10.8,786.48,Nhân viên văn phòng cho cty vừa và nhỏ,Quản lý cấp trung,Class 6,839.000,4,Apple,Class 4,Có,Class - Special / 1,Sở hữu Nhà phố nhỏ,Sở hữu 1 ngôi nhà khác,Có,Không có bất kỳ khoản vay nào,0,0
171,3QD108,CONFIRMED,3,3,23/01/2024 12:55,23/01/2024 14:33,23/01/2024 15:03,25/01/2024 09:16,24/01/2024 17:58,24/01/2024 18:02,01:37:52,00:30:14,27:29:43,27:25:25,00:04:18,Able to afford with PAP scheme B,14.588242,15.4,10.2,3 (Middle),3.84389,2,2.42,2.42,2,4.4,4.8,4.4,4.4,2.8,4.4,4.4,2.8,2.8,2.8,129.48228,Làm nông,Không có / Chức vụ khác,Không,687.000,3,"Khác (Xiaomi, Realme, ...)",Class 4,Có,Class - Special / 1,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào,0,0
172,26FV,CONFIRMED,5,5,16/01/2024 13:47,23/01/2024 14:46,23/01/2024 15:08,29/01/2024 12:03,29/01/2024 11:36,29/01/2024 12:03,168:58:11,00:22:32,141:17:24,140:50:40,00:26:44,Able to afford with PAP scheme A,>=65,>=65,>=65,7 (Very High),7.19266,5,6.05,6.85,5.4,6.2,5.8,6.2,7.8,5.8,6.6,7.4,5.8,7.4,7.4,644.371644,Nhân viên văn phòng cho cty vừa và nhỏ,Quản lý cấp cao,Class 6,174.000,>4,Apple,Class 1,Có,Class - 2 / 3,Sở hữu Nhà phố nhỏ,Không sở hữu ngôi nhà thứ hai,Có,Không có bất kỳ khoản vay nào,0,0
173,28TN,CONFIRMED,2,2,23/01/2024 09:29,23/01/2024 16:12,23/01/2024 16:15,26/01/2024 10:08,25/01/2024 19:26,26/01/2024 10:08,06:42:35,00:03:29,65:55:46,51:13:56,14:41:50,Able to afford with PAP scheme A,22.615501,30.4,20.3,5 (Upper),5.22926,2,2.42,2.42,2,6,6.8,7.2,7.2,2.8,4.4,5.2,5.2,5.2,5.2,216.696,Khác,Nhân viên,Class 7,3.156.000,2,Apple,Class 4,Có,Class - Special / 1,Sở hữu Nhà phố nhỏ,Sở hữu 1 ngôi nhà khác,Không,Không có bất kỳ khoản vay nào,0,0
174,1BVK,CONFIRMED,4,2,19/01/2024 22:24,23/01/2024 16:51,23/01/2024 17:00,24/01/2024 14:24,24/01/2024 14:11,24/01/2024 14:24,90:27:16,00:08:43,21:32:47,21:19:28,00:13:19,Able to afford with PAP scheme B,18.770199,20.3,15.4,4 (Upper-Middle),4.6878,2,2,2,2,6,6,6.4,6.4,2.8,4.4,5.2,3.6,3.6,3.6,180,Nội trợ,Không có / Chức vụ khác,Không,962.000,4,Apple,Class 4,Có,Class - Special / 1,Thuê Nhà phố lớn,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào,0,0
175,3QD108,CONFIRMED,2,2,22/01/2024 10:43,23/01/2024 17:49,24/01/2024 09:42,24/01/2024 12:19,24/01/2024 12:17,24/01/2024 12:19,31:05:53,15:53:27,18:30:22,18:28:42,00:01:40,Able to afford with PAP scheme C,10.4536085,15.4,10.2,3 (Middle),3.04877,2,2.42,2.42,2,2.8,3.6,3.6,3.6,2.8,2.8,2.8,1.2,1.2,1.2,132,Bán buôn tự do,Không có / Chức vụ khác,Class 7,133.000,2,Samsung / Vivo / OPPO,Class 4,Có,Class - 4 / 5,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào,0,0
176,22CR,CONFIRMED,4,2,23/01/2024 17:48,23/01/2024 18:08,24/01/2024 09:42,25/01/2024 11:07,25/01/2024 11:02,25/01/2024 11:07,00:20:09,15:34:27,40:58:50,40:54:14,00:04:36,Able to afford with PAP scheme A,54.09733,65.4,30.4,6 (High),6.6512,3,3.63,3.63,4.6,8.6,8.6,9,9,3.8,5.4,4.6,3,4.6,4.6,348,Công chức nhà nước,Không có / Chức vụ khác,Class 4,1.838.000,4,Apple,Class 4,Có,Class - Special / 1,Sở hữu Căn hộ chung cư,Không sở hữu ngôi nhà thứ hai,Có,Không có bất kỳ khoản vay nào,0,0
177,1BVK,CONFIRMED,3,3,23/01/2024 18:20,23/01/2024 18:49,24/01/2024 10:36,24/01/2024 16:15,24/01/2024 16:14,24/01/2024 16:15,00:29:17,15:46:36,21:25:26,21:24:20,00:01:06,Able to afford with PAP scheme C,9.913875,10.2,5.1,2 (Low),2.9439,1,1.21,1.21,1,3.4,3.8,4.2,4.2,1,2.6,1.8,0.2,0.2,0.2,96,Làm nông,Không có / Chức vụ khác,Không,606.000,3,Apple,Class 4,Không,Class - Special / 1,Thuê Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào,0,0
178,4UBHN,CONFIRMED,2,2,23/01/2024 21:00,23/01/2024 21:51,24/01/2024 09:48,26/01/2024 17:52,26/01/2024 16:17,26/01/2024 17:52,00:50:46,11:57:25,68:00:56,66:26:34,01:34:22,Able to afford with PAP scheme B,14.829235,15.4,10.2,3 (Middle),3.89024,1,1.21,1.21,1,5,5.8,5.8,5.8,1.8,3.4,3.4,1.8,1.8,1.8,60,Khác,Không có / Chức vụ khác,Class 7,1.192.000,2,Samsung / Vivo / OPPO,Class 4,Có,Class - Special / 1,Sở hữu Căn hộ tầm trung,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào,0,0
179,3QD108,CONFIRMED,4,2,23/01/2024 21:12,23/01/2024 21:58,24/01/2024 09:58,26/01/2024 10:53,26/01/2024 10:46,26/01/2024 10:53,00:45:25,12:00:42,60:55:07,60:48:06,00:07:01,Able to afford with PAP scheme C,5.4358277,10.2,5.1,2 (Low),2.06585,1,1.21,1.21,1,2.6,2.6,2.2,2.2,1,2.6,2.6,1,1,1,102.52956,Công chức nhà nước,Nhân viên,Class 7,507.000,4,"Khác (Xiaomi, Realme, ...)",Class 4,Không,Class - Special / 1,Thuê Nhà phố nhỏ,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào,0,0
180,1BVK,CONFIRMING,4,3,19/01/2024 08:44,23/01/2024 22:16,24/01/2024 10:05,26/01/2024 18:34,26/01/2024 18:34,,109:32:24,11:48:25,,68:18:02,,Able to afford with PAP scheme A,>=65,>=65,>=65,7 (Very High),7.43656,5,6.05,6.05,5,8.2,8.2,8.6,8.6,5.8,7.4,7.4,5.8,5.8,5.8,624,Lao động tự do,Không có / Chức vụ khác,Không,835.000,4,Apple,Class 4,Có,Class - Special / 1,Sở hữu Căn hộ tầm trung,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào,0,0
181,19UBDN,CONFIRMED,3,3,23/01/2024 21:39,24/01/2024 07:47,24/01/2024 09:26,26/01/2024 11:49,26/01/2024 11:40,26/01/2024 11:49,10:07:24,01:39:42,52:02:11,51:53:20,00:08:51,Able to afford with PAP scheme C,5.7841215,10.2,5.1,2 (Low),2.13414,1,1.21,1.21,1,1.8,2.2,2.6,2.6,1.8,3.4,3.4,1.8,1.8,1.8,72,Khác,Không có / Chức vụ khác,Không,413.000,3,Apple,Class 4,Có,Class - Special / 1,Sở hữu Nhà của nhiều hộ gia đình,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào,0,0
182,3QD108,CONFIRMED,5,2,19/01/2024 16:46,24/01/2024 11:08,24/01/2024 11:14,24/01/2024 16:32,24/01/2024 16:29,24/01/2024 16:32,114:22:20,00:05:35,05:24:03,05:21:28,00:02:35,Able to afford with PAP scheme B,17.02532,20.3,15.4,4 (Upper-Middle),4.3317,2,2,2,2,6,6,5.6,5.6,2,3.6,2.8,1.2,1.2,0.6,229.447176,Nghỉ hưu,Không có / Chức vụ khác,Không,888.000,4,"Khác (Xiaomi, Realme, ...)",Class 4,Không,Class - Special / 1,Thuê Nhà của nhiều hộ gia đình,Không sở hữu ngôi nhà thứ hai,Không,"Có khoản nợ tín dụng, nợ học phí, nợ viện phí",0,0
183,12PTW,CONFIRMED,3,2,17/01/2024 15:02,24/01/2024 11:09,24/01/2024 11:21,25/01/2024 14:53,25/01/2024 14:51,25/01/2024 14:53,164:07:05,00:12:14,27:44:12,27:42:34,00:01:38,Able to afford with PAP scheme C,6.555339,10.2,5.1,2 (Low),2.28536,1,1.21,1.21,1,2.6,3,2.6,2.6,1.8,2.6,2.6,1,1,1.6,78,Khác,Không có / Chức vụ khác,Không,523.000,3,"Khác (Xiaomi, Realme, ...)",Class 4,Có,Class - 2 / 3,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,Có khoản vay khác,0,0
184,24QY175,CONFIRMED,5,4,24/01/2024 11:42,24/01/2024 11:58,24/01/2024 11:59,06/02/2024 12:19,06/02/2024 12:18,06/02/2024 12:19,00:16:16,00:00:40,312:21:17,312:20:18,00:00:59,Able to afford with PAP scheme B,15.37458,15.4,10.2,3 (Middle),3.99511,2,2.42,2.42,2,5.2,4.8,5.2,5.2,2.8,3.6,3.6,2,2,2,216,Làm nông,Không có / Chức vụ khác,Class 7,802.000,>4,Apple,Class 4,Có,Class - 2 / 3,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào,0,0
185,18UBNA,CONFIRMED,3,3,24/01/2024 07:42,24/01/2024 12:41,24/01/2024 12:43,28/01/2024 10:05,28/01/2024 09:52,28/01/2024 10:05,04:59:09,00:02:29,93:24:09,93:11:40,00:12:29,Able to afford with PAP scheme C,5.0877805,5.1,0.1,1 (Very Low),1.99756,1,1.21,1.21,1,1.8,2.2,2.6,2.6,1.8,1.8,1.8,0.2,0.2,0.2,43.2,Làm nông,Không có / Chức vụ khác,Không,175.000,3,Apple,Class 4,Có,Class - 4 / 5,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào,0,0
186,5VMHN,CONFIRMED,2,2,24/01/2024 12:50,24/01/2024 13:04,24/01/2024 13:10,25/01/2024 18:31,25/01/2024 16:37,25/01/2024 18:31,00:13:35,00:06:17,29:27:18,27:32:40,01:54:38,Able to afford with PAP scheme B,17.754354,20.3,15.4,4 (Upper-Middle),4.48048,1,1.21,1.21,1,4.2,5,5.4,7,1.8,1.8,2.6,1,1,1,36,Khác,Không có / Chức vụ khác,Không,721.000,2,Apple,Class 1,Có,Class - 4 / 5,Sở hữu Nhà phố nhỏ,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào,0,0
187,4UBHN,CONFIRMED,4,4,24/01/2024 13:00,24/01/2024 13:24,24/01/2024 13:40,25/01/2024 16:19,25/01/2024 16:12,25/01/2024 16:19,00:24:12,00:16:47,26:55:40,26:48:13,00:07:27,Able to afford with PAP scheme C,8.906295,10.2,5.1,2 (Low),2.74633,2,2.42,2.42,2,2.8,2.8,2.8,2.8,2.8,4.4,4.4,4.4,4.4,4.4,214.8,Công nhân nhà máy,Không có / Chức vụ khác,Class 7,233.000,4,Samsung / Vivo / OPPO,Class 4,Có,Class - Special / 1,Sở hữu Nhà ở nông thôn,Sở hữu 1 ngôi nhà khác,Không,Không có bất kỳ khoản vay nào,9,0
188,18UBNA,CONFIRMED,4,4,17/01/2024 13:09,24/01/2024 13:59,24/01/2024 14:02,26/01/2024 11:49,26/01/2024 11:31,26/01/2024 11:49,168:50:48,00:02:46,45:50:07,45:31:12,00:18:55,Able to afford with PAP scheme C,8.209709,10.2,5.1,2 (Low),2.60975,2,2.42,2.42,2,2.8,2.8,2.8,2.8,2.8,2.8,2.8,1.2,1.2,1.2,156,Khác,Không có / Chức vụ khác,Class 7,433.000,4,Samsung / Vivo / OPPO,Class 4,Có,Class - 4 / 5,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào,0,0
189,15198BCA,CONFIRMED,4,4,24/01/2024 14:04,24/01/2024 14:19,24/01/2024 14:23,25/01/2024 14:41,25/01/2024 14:33,25/01/2024 14:41,00:14:25,00:03:54,24:21:55,24:14:26,00:07:29,Able to afford with PAP scheme A,>=65,>=65,>=65,7 (Very High),7.38291,4,4.84,4.84,4.8,8.8,8.8,9.2,9.2,4.8,6.4,7.2,7.2,7.2,7.8,420.09792,Bán buôn tự do,Không có / Chức vụ khác,Class 5,1.280.000,4,Apple,Class 4,Có,Class - Special / 1,Sở hữu Nhà phố nhỏ,Sở hữu 1 ngôi nhà khác,Không,Có khoản vay khác,0,0
190,12PTW,CONFIRMED,2,2,15/01/2024 19:06,24/01/2024 15:20,24/01/2024 15:25,29/01/2024 11:57,29/01/2024 11:47,29/01/2024 11:57,212:14:44,00:04:15,116:36:51,116:26:20,00:10:31,Able to afford with PAP scheme C,5.7841215,10.2,5.1,2 (Low),2.13414,1,1.21,1.21,1,1.8,2.6,2.2,2.2,1.8,3.4,3.4,3.4,3.4,3.4,72,Nhân viên văn phòng cho cty vừa và nhỏ,Nhân viên,Không,121.000,2,"Khác (Xiaomi, Realme, ...)",Class 4,Có,Class - Special / 1,Sở hữu Nhà ở nông thôn,Sở hữu 1 ngôi nhà khác,Không,Không có bất kỳ khoản vay nào,0,0
191,18UBNA,CONFIRMED,2,2,24/01/2024 15:02,24/01/2024 15:23,24/01/2024 15:35,25/01/2024 14:40,25/01/2024 14:28,25/01/2024 14:40,00:20:21,00:12:13,23:17:05,23:05:49,00:11:16,Able to afford with PAP scheme C,5.087779,5.1,0.1,1 (Very Low),1.99756,1,1.21,1.21,1,1.8,2.6,2.2,2.2,1.8,1.8,1.8,0.2,0.2,-0.4,98.5344,Lao động tự do,Không có / Chức vụ khác,Không,418.000,2,"Khác (Xiaomi, Realme, ...)",Class 4,Có,Class - 4 / 5,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,"Có khoản nợ tín dụng, nợ học phí, nợ viện phí",0,0
